Truck,Timestamp,X,Y
T135,06 Jun 2024 09:15:01:000,528548.3754,7502801.847
T135,06 Jun 2024 09:15:26:000,528565.5474,7502823.339
T135,06 Jun 2024 09:15:52:000,528576.9973,7502838.691
T135,06 Jun 2024 09:16:17:000,528605.5967,7502863.237
T135,06 Jun 2024 09:16:43:000,528642.7964,7502906.215
T135,06 Jun 2024 09:17:09:000,528642.7964,7502906.215
T135,06 Jun 2024 09:17:35:000,528642.7964,7502906.215
T135,06 Jun 2024 09:18:01:000,528642.7964,7502906.215
T135,06 Jun 2024 09:18:26:000,528648.4958,7502900.055
T135,06 Jun 2024 09:18:51:000,528694.1936,7502906.12
T135,06 Jun 2024 09:19:17:000,528694.1936,7502906.12
T135,06 Jun 2024 09:19:42:000,528694.1936,7502906.12
T135,06 Jun 2024 09:20:08:000,528694.1936,7502906.12
T135,06 Jun 2024 09:20:33:000,528694.1936,7502906.12
T135,06 Jun 2024 09:20:58:000,528694.1936,7502906.12
T135,06 Jun 2024 09:21:25:000,528611.2676,7502841.703
T135,06 Jun 2024 09:21:51:000,528556.8564,7502755.709
T135,06 Jun 2024 09:22:16:000,528602.2864,7502617.259
T135,06 Jun 2024 09:22:41:000,528482.3167,7502592.882
T135,06 Jun 2024 09:23:06:000,528390.9289,7502583.826
T135,06 Jun 2024 09:23:32:000,528296.6691,7502565.549
T135,06 Jun 2024 09:23:58:000,528262.2028,7502454.92
T135,06 Jun 2024 09:24:25:000,528068.0304,7502449.124
T135,06 Jun 2024 09:24:50:000,527842.4221,7502428.008
T135,06 Jun 2024 09:25:16:000,527594.0104,7502428.453
T135,06 Jun 2024 09:25:42:000,527314.2283,7502450.473
T135,06 Jun 2024 09:26:09:000,527057.3578,7502512.42
T135,06 Jun 2024 09:26:35:000,526831.846,7502546.636
T135,06 Jun 2024 09:27:01:000,526563.5031,7502580.922
T135,06 Jun 2024 09:27:27:000,526315.0942,7502584.421
T135,06 Jun 2024 09:27:53:000,526060.9331,7502563.327
T135,06 Jun 2024 09:28:18:000,525829.6153,7502542.191
T135,06 Jun 2024 09:28:45:000,525698.1783,7502487.064
T135,06 Jun 2024 09:29:10:000,525706.4788,7502327.16
T135,06 Jun 2024 09:29:36:000,525766.1174,7502133.348
T135,06 Jun 2024 09:30:02:000,525805.7167,7501908.822
T135,06 Jun 2024 09:30:28:000,525793.7988,7501610.586
T135,06 Jun 2024 09:30:55:000,525759.3118,7501475.352
T135,06 Jun 2024 09:31:20:000,525830.5002,7501361.465
T135,06 Jun 2024 09:31:46:000,526033.0784,7501281.181
T135,06 Jun 2024 09:32:12:000,526264.1061,7501142.424
T135,06 Jun 2024 09:32:37:000,526401.0916,7501108.368
T135,06 Jun 2024 09:33:04:000,526420.9825,7501052.988
T135,06 Jun 2024 09:33:30:000,526289.4151,7500914.846
T135,06 Jun 2024 09:33:57:000,526026.5201,7500776.924
T135,06 Jun 2024 09:34:23:000,525775.1983,7500728.147
T135,06 Jun 2024 09:34:48:000,525546.7229,7500682.404
T135,06 Jun 2024 09:35:14:000,525309.679,7500633.597
T135,06 Jun 2024 09:35:40:000,525115.5309,7500627.763
T135,06 Jun 2024 09:36:05:000,525112.8755,7500750.76
T135,06 Jun 2024 09:36:31:000,525121.7099,7500916.785
T135,06 Jun 2024 09:36:55:000,525013.2786,7500953.858
T135,06 Jun 2024 09:37:20:000,524904.9011,7501024.753
T135,06 Jun 2024 09:37:45:000,524762.2078,7501061.88
T135,06 Jun 2024 09:38:10:000,524625.1458,7501049.799
T135,06 Jun 2024 09:38:36:000,524508.0595,7501031.536
T135,06 Jun 2024 09:39:01:000,524499.4895,7501028.475
T135,06 Jun 2024 09:39:26:000,524499.4895,7501028.475
T135,06 Jun 2024 09:39:51:000,524499.4895,7501028.475
T135,06 Jun 2024 09:40:17:000,524499.4895,7501028.475
T135,06 Jun 2024 09:40:42:000,524499.4895,7501028.475
T135,06 Jun 2024 09:41:07:000,524499.4895,7501028.475
T135,06 Jun 2024 09:41:31:000,524499.4895,7501028.475
T135,06 Jun 2024 09:41:57:000,524499.4895,7501028.475
T135,06 Jun 2024 09:42:22:000,524499.4895,7501028.475
T135,06 Jun 2024 09:42:48:000,524499.4895,7501028.475
T135,06 Jun 2024 09:43:13:000,524499.4895,7501028.475
T135,06 Jun 2024 09:43:38:000,524499.4895,7501028.475
T135,06 Jun 2024 09:44:04:000,524499.4895,7501028.475
T135,06 Jun 2024 09:44:29:000,524499.4895,7501028.475
T135,06 Jun 2024 09:44:53:000,524499.4895,7501028.475
T135,06 Jun 2024 09:45:19:000,524499.4895,7501028.475
T135,06 Jun 2024 09:45:45:000,524499.4895,7501028.475
T135,06 Jun 2024 09:46:10:000,524499.4895,7501028.475
T135,06 Jun 2024 09:46:36:000,524499.4895,7501028.475
T135,06 Jun 2024 09:47:01:000,524499.4895,7501028.475
T135,06 Jun 2024 09:47:26:000,524499.4895,7501028.475
T135,06 Jun 2024 09:47:51:000,524499.4895,7501028.475
T135,06 Jun 2024 09:48:18:000,524499.4895,7501028.475
T135,06 Jun 2024 09:48:43:000,524499.4895,7501028.475
T135,06 Jun 2024 09:49:08:000,524499.4895,7501028.475
T135,06 Jun 2024 09:49:35:000,524479.4994,7501025.432
T135,06 Jun 2024 09:50:00:000,524399.5484,7501019.408
T135,06 Jun 2024 09:50:27:000,524396.6691,7501004.039
T135,06 Jun 2024 09:50:51:000,524396.6401,7500985.59
T135,06 Jun 2024 09:51:16:000,524396.6401,7500985.59
T135,06 Jun 2024 09:51:41:000,524396.6449,7500988.665
T135,06 Jun 2024 09:52:06:000,524422.3985,7501025.522
T135,06 Jun 2024 09:52:31:000,524570.9145,7501059.11
T135,06 Jun 2024 09:52:57:000,524793.6479,7501083.353
T135,06 Jun 2024 09:53:21:000,524976.2326,7500996.965
T135,06 Jun 2024 09:53:46:000,525136.005,7500929.061
T135,06 Jun 2024 09:54:11:000,525132.8205,7500726.129
T135,06 Jun 2024 09:54:36:000,525172.6404,7500633.82
T135,06 Jun 2024 09:55:00:000,525389.6838,7500673.438
T135,06 Jun 2024 09:55:25:000,525649.5736,7500725.281
T135,06 Jun 2024 09:55:51:000,525806.6493,7500755.768
T135,06 Jun 2024 09:56:16:000,526040.8365,7500801.498
T135,06 Jun 2024 09:56:41:000,526252.2894,7500908.759
T135,06 Jun 2024 09:57:06:000,526315.2097,7500973.223
T135,06 Jun 2024 09:57:31:000,526380.9961,7501043.832
T135,06 Jun 2024 09:57:57:000,526526.7512,7501129.677
T135,06 Jun 2024 09:58:21:000,526803.7191,7501144.574
T135,06 Jun 2024 09:58:47:000,527180.6475,7501177.739
T135,06 Jun 2024 09:59:13:000,527434.82,7501217.263
T135,06 Jun 2024 09:59:38:000,527432.123,7501306.437
T137,06 Jun 2024 08:59:52:000,525780.1478,7501985.734
T137,06 Jun 2024 09:00:17:000,525697.8006,7502259.529
T137,06 Jun 2024 09:00:42:000,525678.084,7502422.526
T137,06 Jun 2024 09:01:07:000,525681.128,7502536.289
T137,06 Jun 2024 09:01:31:000,525869.6361,7502569.798
T137,06 Jun 2024 09:01:56:000,526192.3408,7502600.003
T137,06 Jun 2024 09:02:21:000,526506.4491,7502611.767
T137,06 Jun 2024 09:02:46:000,526760.5266,7502583.657
T137,06 Jun 2024 09:03:12:000,526997.4604,7502549.422
T137,06 Jun 2024 09:03:37:000,527117.2011,7502444.67
T137,06 Jun 2024 09:04:02:000,527211.1667,7502296.914
T137,06 Jun 2024 09:04:27:000,527348.0355,7502192.13
T137,06 Jun 2024 09:04:52:000,527527.9444,7502207.185
T137,06 Jun 2024 09:05:17:000,527564.9259,7502130.249
T137,06 Jun 2024 09:05:43:000,527481.927,7502019.703
T137,06 Jun 2024 09:06:08:000,527507.46,7501927.414
T137,06 Jun 2024 09:06:32:000,527467.3778,7501865.989
T137,06 Jun 2024 09:06:57:000,527467.3724,7501862.914
T137,06 Jun 2024 09:07:22:000,527467.3724,7501862.914
T137,06 Jun 2024 09:07:47:000,527467.3724,7501862.914
T137,06 Jun 2024 09:08:12:000,527467.3724,7501862.914
T137,06 Jun 2024 09:08:37:000,527467.3724,7501862.914
T137,06 Jun 2024 09:09:01:000,527458.8068,7501862.929
T137,06 Jun 2024 09:09:26:000,527424.5225,7501850.691
T137,06 Jun 2024 09:09:51:000,527413.0963,7501847.636
T137,06 Jun 2024 09:10:16:000,527341.6891,7501832.389
T137,06 Jun 2024 09:10:40:000,527324.5743,7501841.643
T137,06 Jun 2024 09:11:05:000,527324.5743,7501841.643
T137,06 Jun 2024 09:11:30:000,527324.5743,7501841.643
T137,06 Jun 2024 09:11:55:000,527324.5743,7501841.643
T137,06 Jun 2024 09:12:19:000,527324.5743,7501841.643
T137,06 Jun 2024 09:12:45:000,527324.5743,7501841.643
T137,06 Jun 2024 09:13:09:000,527324.5743,7501841.643
T137,06 Jun 2024 09:13:34:000,527324.5743,7501841.643
T137,06 Jun 2024 09:13:59:000,527324.5743,7501841.643
T137,06 Jun 2024 09:14:24:000,527324.5743,7501841.643
T137,06 Jun 2024 09:14:49:000,527324.5743,7501841.643
T137,06 Jun 2024 09:15:14:000,527324.4982,7501798.596
T137,06 Jun 2024 09:15:39:000,527324.4928,7501795.522
T137,06 Jun 2024 09:16:06:000,527324.4928,7501795.522
T137,06 Jun 2024 09:16:31:000,527324.4928,7501795.522
T137,06 Jun 2024 09:16:56:000,527324.4928,7501795.522
T137,06 Jun 2024 09:17:21:000,527324.4928,7501795.522
T137,06 Jun 2024 09:17:46:000,527324.4928,7501795.522
T137,06 Jun 2024 09:18:11:000,527324.4928,7501795.522
T137,06 Jun 2024 09:18:37:000,527324.4928,7501795.522
T137,06 Jun 2024 09:19:02:000,527324.4928,7501795.522
T137,06 Jun 2024 09:19:26:000,527324.4928,7501795.522
T137,06 Jun 2024 09:19:51:000,527353.1154,7501835.443
T137,06 Jun 2024 09:20:18:000,527381.7054,7501856.916
T137,06 Jun 2024 09:20:43:000,527395.9923,7501863.041
T137,06 Jun 2024 09:21:08:000,527478.8587,7501899.791
T137,06 Jun 2024 09:21:33:000,527476.1346,7501973.592
T137,06 Jun 2024 09:21:57:000,527470.648,7502099.668
T137,06 Jun 2024 09:22:22:000,527556.4313,7502170.236
T137,06 Jun 2024 09:22:47:000,527476.5114,7502185.752
T137,06 Jun 2024 09:23:12:000,527387.9711,7502170.535
T137,06 Jun 2024 09:23:37:000,527293.8018,7502201.45
T137,06 Jun 2024 09:24:02:000,527228.2281,7502256.912
T137,06 Jun 2024 09:24:27:000,527159.8094,7502318.528
T137,06 Jun 2024 09:24:52:000,527094.4178,7502478.533
T137,06 Jun 2024 09:25:17:000,526943.1824,7502534.143
T137,06 Jun 2024 09:25:42:000,526709.0934,7502562.222
T137,06 Jun 2024 09:26:07:000,526423.6022,7502587.311
T137,06 Jun 2024 09:26:32:000,526209.4312,7502575.376
T137,06 Jun 2024 09:26:57:000,525940.9885,7502551.229
T137,06 Jun 2024 09:27:21:000,525729.6635,7502533.133
T137,06 Jun 2024 09:27:46:000,525695.2362,7502434.797
T137,06 Jun 2024 09:28:11:000,525720.6377,7502256.416
T137,06 Jun 2024 09:28:36:000,525783.1669,7502084.123
T137,06 Jun 2024 09:29:00:000,525802.7846,7501862.705
T137,06 Jun 2024 09:29:26:000,525790.9539,7501616.74
T137,06 Jun 2024 09:29:52:000,525762.172,7501478.422
T137,06 Jun 2024 09:30:17:000,525816.2451,7501373.788
T137,06 Jun 2024 09:30:42:000,526010.2531,7501290.444
T137,06 Jun 2024 09:31:07:000,526229.8661,7501154.782
T137,06 Jun 2024 09:31:32:000,526389.6818,7501114.537
T137,06 Jun 2024 09:31:57:000,526395.2346,7501022.284
T137,06 Jun 2024 09:32:23:000,526420.783,7500936.146
T137,06 Jun 2024 09:32:48:000,526537.5281,7500754.532
T137,06 Jun 2024 09:33:13:000,526539.882,7500462.421
T137,06 Jun 2024 09:33:38:000,526499.6021,7500281.077
T137,06 Jun 2024 09:34:03:000,526493.6659,7500148.87
T137,06 Jun 2024 09:34:28:000,526510.5792,7500022.774
T137,06 Jun 2024 09:34:52:000,526350.5762,7499946.177
T137,06 Jun 2024 09:35:18:000,526267.6552,7499869.448
T137,06 Jun 2024 09:35:42:000,526179.015,7499786.578
T137,06 Jun 2024 09:36:07:000,525944.6779,7499642.456
T137,06 Jun 2024 09:36:32:000,525756.2312,7499624.322
T137,06 Jun 2024 09:36:57:000,525722.2651,7499799.643
T137,06 Jun 2024 09:37:21:000,525702.4499,7499901.145
T137,06 Jun 2024 09:37:47:000,525639.8524,7500027.316
T137,06 Jun 2024 09:38:12:000,525411.4586,7500024.618
T137,06 Jun 2024 09:38:37:000,525262.8804,7499947.991
T137,06 Jun 2024 09:39:02:000,525331.1099,7499772.615
T137,06 Jun 2024 09:39:26:000,525402.4045,7499726.376
T137,06 Jun 2024 09:39:51:000,525399.5295,7499714.081
T137,06 Jun 2024 09:40:16:000,525408.0636,7499695.619
T137,06 Jun 2024 09:40:41:000,525408.0636,7499695.619
T137,06 Jun 2024 09:41:06:000,525408.0636,7499695.619
T137,06 Jun 2024 09:41:31:000,525399.5194,7499707.932
T137,06 Jun 2024 09:41:56:000,525311.1312,7499775.722
T137,06 Jun 2024 09:42:21:000,525234.3571,7499963.411
T137,06 Jun 2024 09:42:46:000,525448.6071,7500046.08
T137,06 Jun 2024 09:43:12:000,525708.3128,7499993.379
T137,06 Jun 2024 09:43:37:000,525745.1088,7499802.68
T137,06 Jun 2024 09:44:02:000,525821.881,7499618.063
T137,06 Jun 2024 09:44:28:000,526061.8848,7499737.579
T137,06 Jun 2024 09:44:53:000,526356.3278,7499970.766
T137,06 Jun 2024 09:45:18:000,526493.5343,7500072
T137,06 Jun 2024 09:45:43:000,526476.7103,7500250.368
T137,06 Jun 2024 09:46:08:000,526519.8974,7500462.456
T137,06 Jun 2024 09:46:34:000,526514.7197,7500773.02
T137,06 Jun 2024 09:46:59:000,526377.9785,7500948.518
T137,06 Jun 2024 09:47:26:000,526401.0181,7501065.321
T137,06 Jun 2024 09:47:51:000,526583.863,7501135.729
T137,06 Jun 2024 09:48:15:000,526900.8075,7501153.63
T137,06 Jun 2024 09:48:41:000,527192.0732,7501180.794
T137,06 Jun 2024 09:49:07:000,527414.8235,7501211.149
T137,06 Jun 2024 09:49:32:000,527437.8168,7501297.202
T137,06 Jun 2024 09:49:58:000,527349.4774,7501392.678
T137,06 Jun 2024 09:50:24:000,527178.2948,7501463.7
T137,06 Jun 2024 09:50:49:000,527209.9662,7501614.31
T137,06 Jun 2024 09:51:15:000,527386.8824,7501555.576
T137,06 Jun 2024 09:51:39:000,527526.7188,7501518.431
T137,06 Jun 2024 09:52:04:000,527540.9781,7501509.181
T137,06 Jun 2024 09:52:29:000,527540.9781,7501509.181
T137,06 Jun 2024 09:52:54:000,527540.9781,7501509.181
T137,06 Jun 2024 09:53:18:000,527540.9781,7501509.181
T137,06 Jun 2024 09:53:43:000,527540.9781,7501509.181
T137,06 Jun 2024 09:54:08:000,527540.9781,7501509.181
T137,06 Jun 2024 09:54:33:000,527540.9781,7501509.181
T137,06 Jun 2024 09:54:57:000,527580.9006,7501481.436
T137,06 Jun 2024 09:55:22:000,527580.9006,7501481.436
T137,06 Jun 2024 09:55:47:000,527580.9006,7501481.436
T137,06 Jun 2024 09:56:12:000,527580.9006,7501481.436
T137,06 Jun 2024 09:56:36:000,527580.9006,7501481.436
T137,06 Jun 2024 09:57:01:000,527580.9006,7501481.436
T137,06 Jun 2024 09:57:26:000,527580.9006,7501481.436
T137,06 Jun 2024 09:57:51:000,527580.9006,7501481.436
T137,06 Jun 2024 09:58:15:000,527580.9006,7501481.436
T137,06 Jun 2024 09:58:41:000,527649.3688,7501450.566
T137,06 Jun 2024 09:59:05:000,527663.5894,7501419.793
T137,06 Jun 2024 09:59:30:000,527692.1516,7501425.891
T138,06 Jun 2024 08:59:52:000,525903.1736,7500429.677
T138,06 Jun 2024 09:00:16:000,525866.486,7500684.948
T138,06 Jun 2024 09:00:41:000,525918.0302,7500777.106
T138,06 Jun 2024 09:01:06:000,526146.5288,7500835.143
T138,06 Jun 2024 09:01:31:000,526355.2587,7501019.277
T138,06 Jun 2024 09:01:56:000,526395.2976,7501059.181
T138,06 Jun 2024 09:02:22:000,526549.597,7501132.713
T138,06 Jun 2024 09:02:47:000,526863.6862,7501150.619
